uid,namedLocation,domainID,siteID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startCollectDate,endCollectDate,testedDate,testingVialID,deprecatedVialID,dnaSampleID,dnaSampleCode,sampleCondition,testProtocolVersion,testMethod,testResult,testPathogenName,taxonID,testNumber,finalResult,batchID,cqValue,locus,percentIdentity,sequenceDatabase,sequenceDatabaseID,extractDepleted,remarks,testedBy,laboratoryName,publicationDate,release
08c663b3-ae67-4392-926e-77dda9806237,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.07,NA,DSNY.2019.40.CULNIG.F.T.07.DNA,QM00000000747,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
d5c644a8-bcec-4fef-91fe-cd55a1343267,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.08,NA,DSNY.2019.40.CULNIG.F.T.08.DNA,QM00000000748,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
c0bce32a-1b87-43e4-bdfa-f3d360ad1b5d,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.01,NA,DSNY.2019.40.CULNIG.F.T.01.DNA,QM00000000741,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
6b2e0367-6130-4df9-962d-fe6a5283cc92,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.07,NA,DSNY.2019.40.CULNIG.F.T.07.DNA,QM00000000747,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
e3d01194-85aa-41cb-8b77-0da2a012d62a,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.06,NA,DSNY.2019.40.CULNIG.F.T.06.DNA,QM00000000746,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
f2f8b81f-d515-4b6d-aed4-36b74ae263cd,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.08,NA,DSNY.2019.40.CULNIG.F.T.08.DNA,QM00000000748,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
b502ba43-f979-40ec-9b15-8dbf2a7c4932,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.05,NA,DSNY.2019.40.CULNIG.F.T.05.DNA,QM00000000745,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
2861af83-a30a-4e58-b273-ba8df986bd17,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.09,NA,DSNY.2019.40.CULNIG.F.T.09.DNA,QM00000000749,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
c45567da-767c-4ffd-a73d-31e428d27bc6,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.07,NA,DSNY.2019.40.CULNIG.F.T.07.DNA,QM00000000747,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
912f591b-6bac-4653-b709-2e55890359a5,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.04,NA,DSNY.2019.40.CULNIG.F.T.04.DNA,QM00000000744,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
c841efad-9c87-480d-b66a-68118a45118f,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.01,NA,DSNY.2019.40.CULNIG.F.T.01.DNA,QM00000000741,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
84005ebb-48a8-4891-9b76-17fccf65880b,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.05,NA,DSNY.2019.40.CULNIG.F.T.05.DNA,QM00000000745,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
9516c4ea-978a-4947-9e38-3c2bee1c0630,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.02,NA,DSNY.2019.40.CULNIG.F.T.02.DNA,QM00000000742,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
e230b761-2792-41f8-a090-6d6e1b8f585b,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.03,NA,DSNY.2019.40.CULNIG.F.T.03.DNA,QM00000000743,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
245b1c35-ddfd-4843-b558-e20784f1b145,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.03,NA,DSNY.2019.40.CULNIG.F.T.03.DNA,QM00000000743,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
2482fb39-2d46-48e0-867c-4dbdea02698f,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.04,NA,DSNY.2019.40.CULNIG.F.T.04.DNA,QM00000000744,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
fd56b6b2-3926-4546-8cfc-74009e3163d6,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.06,NA,DSNY.2019.40.CULNIG.F.T.06.DNA,QM00000000746,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
bc6b73c8-584b-44de-add9-0f1e6879ee84,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.09,NA,DSNY.2019.40.CULNIG.F.T.09.DNA,QM00000000749,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
67739234-46c3-409c-acae-05710faf9802,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.09,NA,DSNY.2019.40.CULNIG.F.T.09.DNA,QM00000000749,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
d14710e8-b45f-4107-affd-d6e01c957ed9,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.05,NA,DSNY.2019.40.CULNIG.F.T.05.DNA,QM00000000745,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
2c5a5588-6771-4b2a-b410-9da03f10e93f,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.02,NA,DSNY.2019.40.CULNIG.F.T.02.DNA,QM00000000742,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
8d1072b6-0695-4d7b-baf4-e150613d8282,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.03,NA,DSNY.2019.40.CULNIG.F.T.03.DNA,QM00000000743,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
e9021fe5-6d13-4a1e-9858-be56d6add75f,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.06,NA,DSNY.2019.40.CULNIG.F.T.06.DNA,QM00000000746,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
9d94dcca-2229-4ae3-b33c-e04ab91660a1,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.02,NA,DSNY.2019.40.CULNIG.F.T.02.DNA,QM00000000742,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
08961e80-78fa-438c-8b2d-32f0a250a6be,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.08,NA,DSNY.2019.40.CULNIG.F.T.08.DNA,QM00000000748,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
f1b535a5-0430-49e5-9312-23c0441537ac,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-10-08T19:34:00Z,2019-10-09T21:21:00Z,2020-09-21T16:00:00Z,DSNY.2019.40.CULNIG.F.T.04,NA,DSNY.2019.40.CULNIG.F.T.04.DNA,QM00000000744,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T164301Z,RELEASE-2024
a2912953-cb93-4946-875d-f5858a8d5b96,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-11-04T20:45:00Z,2019-11-05T21:35:00Z,2021-05-05T16:00:00Z,DSNY.2019.44.CULERR.F.T.03,NA,DSNY.2019.44.CULERR.F.T.03.DNA,QM00000003993,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,Flav_Plate2_20210505,NA,NA,NA,NA,NA,N,NA,mej0Kf/62w0Qj9S0loo0XfKPvfCYWudP,University of Massachusetts Laboratory of Medical Zoology,20231227T181042Z,RELEASE-2024
edec5aa0-82e6-4112-9615-7a57fa644c87,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-11-04T20:45:00Z,2019-11-05T21:35:00Z,2021-05-05T16:00:00Z,DSNY.2019.44.CULERR.F.T.01,NA,DSNY.2019.44.CULERR.F.T.01.DNA,QM00000003991,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,Alph_Plate2_20210505,NA,NA,NA,NA,NA,N,NA,mej0Kf/62w0Qj9S0loo0XfKPvfCYWudP,University of Massachusetts Laboratory of Medical Zoology,20231227T181042Z,RELEASE-2024
9e2c958f-7a7d-4c06-85db-03de99f32d31,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-11-04T20:45:00Z,2019-11-05T21:35:00Z,2021-05-05T16:00:00Z,DSNY.2019.44.CULERR.F.T.03,NA,DSNY.2019.44.CULERR.F.T.03.DNA,QM00000003993,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,Alph_Plate2_20210505,NA,NA,NA,NA,NA,N,NA,mej0Kf/62w0Qj9S0loo0XfKPvfCYWudP,University of Massachusetts Laboratory of Medical Zoology,20231227T181042Z,RELEASE-2024
6b018ec8-6c01-49f7-b7f2-6616d825b703,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-11-04T20:45:00Z,2019-11-05T21:35:00Z,2021-05-05T16:00:00Z,DSNY.2019.44.CULERR.F.T.04,NA,DSNY.2019.44.CULERR.F.T.04.DNA,QM00000003994,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,Orth_Plate2_20210505,NA,NA,NA,NA,NA,N,NA,mej0Kf/62w0Qj9S0loo0XfKPvfCYWudP,University of Massachusetts Laboratory of Medical Zoology,20231227T181042Z,RELEASE-2024
1fe442bd-0bb2-4fa8-94cd-28f9b40aee44,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-11-04T20:45:00Z,2019-11-05T21:35:00Z,2021-05-05T16:00:00Z,DSNY.2019.44.CULERR.F.T.02,NA,DSNY.2019.44.CULERR.F.T.02.DNA,QM00000003992,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,Alph_Plate2_20210505,NA,NA,NA,NA,NA,N,NA,mej0Kf/62w0Qj9S0loo0XfKPvfCYWudP,University of Massachusetts Laboratory of Medical Zoology,20231227T181042Z,RELEASE-2024
6f479a4d-81a8-4a86-ae10-ece98a78d194,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-11-04T20:45:00Z,2019-11-05T21:35:00Z,2021-05-05T16:00:00Z,DSNY.2019.44.CULERR.F.T.04,NA,DSNY.2019.44.CULERR.F.T.04.DNA,QM00000003994,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,Flav_Plate2_20210505,NA,NA,NA,NA,NA,N,NA,mej0Kf/62w0Qj9S0loo0XfKPvfCYWudP,University of Massachusetts Laboratory of Medical Zoology,20231227T181042Z,RELEASE-2024
b47fbbd2-5854-4d3b-ade3-0902f6846713,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-11-04T20:45:00Z,2019-11-05T21:35:00Z,2021-05-05T16:00:00Z,DSNY.2019.44.CULERR.F.T.03,NA,DSNY.2019.44.CULERR.F.T.03.DNA,QM00000003993,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,Orth_Plate2_20210505,NA,NA,NA,NA,NA,N,NA,mej0Kf/62w0Qj9S0loo0XfKPvfCYWudP,University of Massachusetts Laboratory of Medical Zoology,20231227T181042Z,RELEASE-2024
2319edf5-1b44-4e72-b73f-70559707e1be,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-11-04T20:45:00Z,2019-11-05T21:35:00Z,2021-05-05T16:00:00Z,DSNY.2019.44.CULERR.F.T.04,NA,DSNY.2019.44.CULERR.F.T.04.DNA,QM00000003994,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,Alph_Plate2_20210505,NA,NA,NA,NA,NA,N,NA,mej0Kf/62w0Qj9S0loo0XfKPvfCYWudP,University of Massachusetts Laboratory of Medical Zoology,20231227T181042Z,RELEASE-2024
d1dbca32-665a-4559-904c-a6c536c45180,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-11-04T20:45:00Z,2019-11-05T21:35:00Z,2021-05-05T16:00:00Z,DSNY.2019.44.CULERR.F.T.02,NA,DSNY.2019.44.CULERR.F.T.02.DNA,QM00000003992,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,Flav_Plate2_20210505,NA,NA,NA,NA,NA,N,NA,mej0Kf/62w0Qj9S0loo0XfKPvfCYWudP,University of Massachusetts Laboratory of Medical Zoology,20231227T181042Z,RELEASE-2024
b75adf38-611b-4d5d-8d0a-a94aa13ee026,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-11-04T20:45:00Z,2019-11-05T21:35:00Z,2021-05-05T16:00:00Z,DSNY.2019.44.CULERR.F.T.02,NA,DSNY.2019.44.CULERR.F.T.02.DNA,QM00000003992,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,Orth_Plate2_20210505,NA,NA,NA,NA,NA,N,NA,mej0Kf/62w0Qj9S0loo0XfKPvfCYWudP,University of Massachusetts Laboratory of Medical Zoology,20231227T181042Z,RELEASE-2024
9470723d-50a5-4493-9cc6-cb4a8d9a6071,DSNY,D03,DSNY,NA,28.12505,-81.43619,WGS84,NA,20.3,0,2019-11-04T20:45:00Z,2019-11-05T21:35:00Z,2021-05-05T16:00:00Z,DSNY.2019.44.CULERR.F.T.01,NA,DSNY.2019.44.CULERR.F.T.01.DNA,QM00000003991,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,Orth_Plate2_20210505,NA,NA,NA,NA,NA,N,NA,mej0Kf/62w0Qj9S0loo0XfKPvfCYWudP,University of Massachusetts Laboratory of Medical Zoology,20231227T181042Z,RELEASE-2024
