siteID,testResult,testPathogenName,taxonID,testResult_mos,collectDate
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-11-05T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-11-05T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-11-05T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-11-05T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-11-05T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-11-05T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2019-12-31T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2019-12-31T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-01-28T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-01-28T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-01-28T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-01-28T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-01-28T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-01-28T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-01-28T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-01-28T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-01-28T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-01-28T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-01-28T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-01-28T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-01-28T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-01-28T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-01-28T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-01-28T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-02-25T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-02-25T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-06-17T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-11-05T00:00:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,0,2020-11-05T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-11-05T00:00:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,0,2020-11-05T00:00:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,0,2020-11-05T00:00:00Z
