siteID,testResult,testPathogenName,taxonID,startCollectDate,endCollectDate
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T20:55:00Z,2017-06-21T13:43:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-06-19T21:26:00Z,2017-06-21T13:12:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-06-19T21:26:00Z,2017-06-21T13:12:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-06-19T21:26:00Z,2017-06-21T13:12:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:23:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:23:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:23:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-07-17T22:04:00Z,2017-07-19T13:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-08-14T20:59:00Z,2017-08-16T12:37:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-08-14T20:59:00Z,2017-08-16T12:37:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-08-14T20:59:00Z,2017-08-16T12:37:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-08-14T20:59:00Z,2017-08-16T12:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-08-14T20:59:00Z,2017-08-16T12:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-08-14T20:59:00Z,2017-08-16T12:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-08-14T20:59:00Z,2017-08-16T12:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-08-14T20:59:00Z,2017-08-16T12:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-08-14T20:59:00Z,2017-08-16T12:59:00Z
DSNY,Negative,Alphavirus sp.,ALPHV,2017-08-14T20:59:00Z,2017-08-16T12:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-08-14T20:59:00Z,2017-08-16T12:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-08-14T20:59:00Z,2017-08-16T12:59:00Z
DSNY,Negative,Orthobunyavirus sp.,BUNV1,2017-08-14T20:59:00Z,2017-08-16T12:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-08-14T20:59:00Z,2017-08-16T12:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-08-14T20:59:00Z,2017-08-16T12:59:00Z
DSNY,Negative,Flavivirus sp.,FLAV1,2017-08-14T20:59:00Z,2017-08-16T12:59:00Z
